sleep_schedule_diff,wakeup_schedule_diff,cleanliness_diff,study_hours_diff,noise_tolerance_diff,room_temperature_diff,social_energy_diff,spending_habit_diff,guest_frequency_diff,gaming_time_diff,food_preference_similarity,music_preference_similarity,study_style_similarity,communication_style_similarity,organization_similarity,workout_routine_similarity,hobby_similarity,academic_goal_similarity,room_usage_similarity,weekend_activity_similarity,gamer_vs_light_sleeper,extrovert_vs_introvert_conflict,messy_vs_clean_conflict,nightowl_vs_earlybird_conflict,loud_music_vs_noise_sensitive,guest_heavy_vs_private_person,high_spender_vs_budget_person,group_study_vs_solo_study,fitness_focused_vs_irregular,emotional_expressive_vs_reserved,compatibility_score,compatibility_label
0.40,0.52,0.56,0.52,0.67,0.10,0.46,0.43,0.20,0.04,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,75.96,4
0.11,0.31,0.64,0.24,0.91,0.50,0.88,0.51,0.33,0.67,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,35.71,2
0.55,0.14,0.76,0.62,0.47,0.31,0.22,0.21,0.37,0.20,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,58.43,3
0.82,0.55,0.33,0.61,0.49,0.47,0.21,0.64,0.74,0.46,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,63.86,4
0.43,0.13,0.28,0.19,0.29,0.47,0.42,0.47,0.32,0.12,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,56.89,3
0.11,0.54,0.52,0.36,0.77,0.17,0.83,0.23,0.41,0.49,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,68.24,4
0.62,0.76,0.72,0.29,0.80,0.26,0.04,0.66,0.59,0.30,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,53.84,3
0.46,0.06,0.39,0.16,0.88,0.11,0.32,0.31,0.07,0.85,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,12.62,1
0.45,0.46,0.50,0.29,0.58,0.33,0.61,0.70,0.19,0.42,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,79.43,4
0.49,0.43,0.29,0.24,0.10,0.06,0.38,0.21,0.64,0.26,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,100.00,5
0.57,0.24,0.74,0.82,0.43,0.20,0.64,0.14,0.07,0.37,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,61.80,4
0.51,0.42,0.45,0.61,0.39,0.31,0.77,0.54,0.20,0.22,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,18.25,1
0.94,0.38,0.66,0.38,0.16,0.17,0.60,0.43,0.15,0.21,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,10.74,1
0.78,0.61,0.79,0.55,0.44,0.12,0.82,0.32,0.42,0.60,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0.00,1
0.38,0.93,0.84,0.17,0.41,0.54,0.39,0.49,0.52,0.48,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,91.16,5
0.03,0.99,0.23,0.57,0.72,0.21,0.28,0.19,0.27,0.21,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,81.36,5
0.39,0.74,0.86,0.75,0.77,0.24,0.80,0.58,0.34,0.20,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0.00,1
0.55,0.71,0.86,0.40,0.46,0.04,0.16,0.20,0.41,0.20,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,67.87,4
0.61,0.31,0.63,0.09,0.35,0.24,0.61,0.48,0.35,0.25,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8.13,1
0.17,0.15,0.22,0.38,0.63,0.33,0.13,0.17,0.29,0.28,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,76.35,4
0.31,0.57,0.34,0.08,0.42,0.18,0.15,0.12,0.34,0.03,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,100.00,5
0.90,0.05,0.67,0.66,0.39,0.29,0.30,0.23,0.33,0.07,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,14.19,1
0.34,0.18,0.65,0.40,0.59,0.24,0.40,0.32,0.10,0.29,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,73.27,4
0.16,0.83,0.68,0.60,0.60,0.06,0.70,0.57,0.08,0.27,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,64.95,4
0.39,0.50,0.71,0.12,0.71,0.21,0.45,0.42,0.20,0.25,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,58.44,3
0.79,0.84,0.68,0.37,0.22,0.05,0.28,0.22,0.43,0.21,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,55.35,3
0.80,0.27,0.19,0.13,0.29,0.07,0.34,0.09,0.23,0.43,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,62.89,4
0.48,0.31,0.59,0.19,0.90,0.58,0.08,0.34,0.15,0.06,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,40.77,3
0.19,0.44,0.74,0.56,0.32,0.24,0.19,0.23,0.59,0.09,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,39.77,2
0.33,0.14,0.52,0.01,0.80,0.20,0.41,0.34,0.15,0.28,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,72.90,4
0.58,0.90,0.56,0.25,0.33,0.48,0.34,0.30,0.31,0.07,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,75.50,4
0.34,0.40,0.14,0.28,0.37,0.16,0.08,0.42,0.84,0.36,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,25.92,2
0.69,0.56,0.85,0.53,0.20,0.37,0.61,0.56,0.29,0.25,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0.00,1
0.55,0.39,0.62,0.72,0.60,0.21,0.46,0.46,0.29,0.30,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,24.17,2
0.71,0.33,0.86,0.04,0.78,0.37,0.94,0.51,0.66,0.27,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,31.87,2
0.55,0.49,0.79,0.53,0.43,0.10,0.72,0.49,0.36,0.43,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,36.62,2
0.72,0.25,0.42,0.05,0.57,0.35,0.38,0.39,0.44,0.38,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,52.96,3
0.31,0.49,0.21,0.57,0.60,0.36,0.13,0.22,0.37,0.02,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,67.38,4
0.29,0.45,0.76,0.56,0.73,0.33,0.59,0.46,0.52,0.52,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,46.11,3
0.61,0.11,0.24,0.05,0.16,0.42,0.63,0.25,0.53,0.18,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,49.39,3
0.34,0.70,0.40,0.19,0.37,0.64,0.61,0.30,0.43,0.16,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,49.93,3
0.39,0.62,0.61,0.55,0.54,0.00,0.23,0.17,0.38,0.53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,53.93,3
0.69,0.64,0.49,0.17,0.32,0.03,0.25,0.39,0.13,0.80,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,35.38,2
0.05,0.66,0.25,0.51,0.69,0.30,0.20,0.39,0.16,0.10,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,48.69,3
0.49,0.59,0.16,0.03,0.54,0.18,0.32,0.55,0.11,0.19,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,37.74,2
0.34,0.44,0.18,0.39,0.24,0.45,0.45,0.60,0.32,0.09,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,44.78,3
0.38,0.57,0.58,0.09,0.70,0.05,0.40,0.33,0.46,0.20,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,40.62,3
0.10,0.33,0.46,0.40,0.45,0.34,0.27,0.69,0.16,0.24,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,56.63,3
0.31,0.58,0.79,0.32,0.49,0.10,0.15,0.80,0.06,0.58,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,71.88,4
0.41,0.86,0.66,0.42,0.63,0.01,0.83,0.46,0.23,0.55,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,18.12,1
0.44,0.36,0.57,0.41,0.50,0.26,0.45,0.52,0.05,0.31,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,41.17,3
0.14,0.19,0.75,0.24,0.29,0.07,0.70,0.06,0.24,0.60,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,67.63,4
0.48,0.71,0.39,0.40,0.31,0.27,0.40,0.72,0.49,0.61,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,12.95,1
0.52,0.14,0.19,0.34,0.67,0.24,0.61,0.25,0.10,0.26,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,67.58,4
0.18,0.31,0.59,0.07,0.44,0.27,0.56,0.44,0.53,0.09,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,27.45,2
0.49,0.43,0.52,0.19,0.15,0.29,0.39,0.39,0.58,0.17,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,97.34,5
0.50,0.81,0.85,0.10,0.67,0.31,0.67,0.06,0.71,0.12,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,67.26,4
0.17,0.56,0.46,0.28,0.28,0.55,0.27,0.67,0.10,0.39,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,75.95,4
0.26,0.27,0.82,0.33,0.52,0.23,0.14,0.28,0.23,0.55,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,33.32,2
0.13,0.48,0.32,0.36,0.57,0.46,0.21,0.57,0.55,0.16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,70.83,4
0.60,0.31,0.26,0.26,0.43,0.15,0.44,0.15,0.63,0.34,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,72.63,4
0.42,0.15,0.71,0.71,0.76,0.61,0.70,0.24,0.39,0.10,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,50.46,3
0.79,0.33,0.12,0.31,0.71,0.49,0.74,0.38,0.24,0.38,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,52.39,3
0.57,0.46,0.54,0.10,0.42,0.12,0.77,0.53,0.41,0.48,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0.00,1
0.21,0.37,0.53,0.29,0.22,0.38,0.26,0.54,0.70,0.19,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0.00,1
0.71,0.31,0.35,0.25,0.18,0.03,0.28,0.36,0.15,0.45,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,46.80,3
0.05,0.22,0.84,0.49,0.42,0.42,0.28,0.23,0.54,0.37,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,65.30,4
0.46,0.48,0.50,0.38,0.80,0.57,0.06,0.35,0.19,0.28,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,68.25,4
0.55,0.20,0.36,0.08,0.50,0.29,0.31,0.26,0.30,0.70,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,61.85,4
0.60,0.59,0.43,0.27,0.68,0.23,0.73,0.29,0.32,0.07,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,69.07,4
0.15,0.53,0.62,0.54,0.20,0.27,0.43,0.01,0.30,0.36,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,39.81,2
0.42,0.68,0.25,0.37,0.86,0.16,0.41,0.70,0.61,0.31,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,49.56,3
0.54,0.67,0.33,0.16,0.20,0.48,0.53,0.32,0.31,0.25,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,70.61,4
0.49,0.38,0.30,0.38,0.16,0.49,0.46,0.16,0.51,0.20,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,65.43,4
0.31,0.71,0.68,0.59,0.73,0.39,0.14,0.18,0.58,0.07,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37.69,2
0.72,0.13,0.81,0.19,0.33,0.42,0.62,0.45,0.22,0.38,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,73.78,4
0.41,0.41,0.68,0.18,0.80,0.28,0.67,0.32,0.55,0.23,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,67.77,4
0.63,0.22,0.66,0.30,0.43,0.13,0.64,0.32,0.33,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,48.88,3
0.29,0.75,0.52,0.27,0.15,0.49,0.28,0.32,0.21,0.76,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,20.11,2
0.13,0.37,0.29,0.59,0.50,0.03,0.17,0.83,0.28,0.60,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,11.85,1
0.44,0.48,0.33,0.40,0.52,0.57,0.12,0.35,0.45,0.07,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,31.51,2
0.37,0.52,0.84,0.28,0.66,0.25,0.65,0.22,0.53,0.27,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,55.08,3
0.44,0.47,0.69,0.75,0.68,0.26,0.54,0.02,0.36,0.45,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,32.62,2
0.04,0.40,0.76,0.32,0.82,0.28,0.74,0.09,0.45,0.08,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,48.63,3
0.12,0.59,0.68,0.61,0.18,0.47,0.33,0.46,0.44,0.27,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,57.65,3
0.40,0.40,0.16,0.22,0.49,0.44,0.22,0.19,0.47,0.31,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,74.49,4
0.46,0.63,0.87,0.60,0.17,0.47,0.56,0.33,0.36,0.24,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,5.34,1
0.62,0.36,0.36,0.45,0.68,0.05,0.65,0.42,0.77,0.41,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,6.12,1
0.76,0.45,0.91,0.26,0.47,0.41,0.71,0.24,0.59,0.69,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,38.57,2
0.24,0.50,0.66,0.39,0.52,0.08,0.21,0.06,0.04,0.31,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,100.00,5
0.21,0.29,0.23,0.65,0.57,0.31,0.40,0.57,0.21,0.18,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,15.73,1
0.43,0.68,0.71,0.74,0.47,0.26,0.34,0.55,0.17,0.67,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,66.36,4
0.48,0.26,0.91,0.33,0.38,0.50,0.21,0.17,0.45,0.20,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,78.99,4
0.13,0.16,0.55,0.49,0.44,0.19,0.36,0.42,0.62,0.10,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,68.77,4
0.51,0.57,0.67,0.54,0.39,0.14,0.58,0.41,0.25,0.23,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,38.96,2
0.27,0.10,0.48,0.40,0.49,0.42,0.65,0.39,0.49,0.12,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,71.78,4
0.08,0.34,0.52,0.34,0.78,0.25,0.63,0.43,0.43,0.30,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,30.78,2
0.27,0.37,0.77,0.28,0.28,0.17,0.13,0.18,0.31,0.67,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,38.89,2
0.37,0.29,0.23,0.17,0.22,0.25,0.58,0.15,0.12,0.33,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,75.49,4
0.55,0.53,0.52,0.52,0.42,0.02,0.59,0.55,0.43,0.45,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,19.36,1
0.36,0.23,0.93,0.58,0.55,0.22,0.25,0.44,0.39,0.28,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,7.26,1
0.30,0.31,0.54,0.05,0.42,0.31,0.68,0.32,0.23,0.49,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,41.94,3
0.68,0.05,0.79,0.10,0.70,0.07,0.33,0.44,0.33,0.32,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,39.43,2
0.57,0.18,0.70,0.20,0.73,0.33,0.31,0.43,0.47,0.58,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,30.09,2
0.39,0.22,0.17,0.49,0.64,0.15,0.74,0.24,0.72,0.05,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,36.51,2
0.47,0.65,0.24,0.13,0.54,0.27,0.24,0.51,0.10,0.20,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,77.75,4
0.73,0.35,0.14,0.53,0.16,0.60,0.60,0.26,0.20,0.16,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,74.74,4
0.64,0.64,0.65,0.01,0.92,0.34,0.39,0.50,0.68,0.67,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,76.24,4
0.55,0.34,0.22,0.28,0.34,0.09,0.54,0.12,0.14,0.04,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,78.03,4
0.33,0.51,0.42,0.28,0.66,0.18,0.29,0.35,0.33,0.27,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,28.42,2
0.05,0.59,0.13,0.29,0.32,0.10,0.62,0.66,0.09,0.31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,68.17,4
0.92,0.52,0.98,0.62,0.08,0.23,0.12,0.28,0.51,0.19,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,51.43,3
0.78,0.50,0.88,0.87,0.24,0.69,0.66,0.32,0.47,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,26.80,2
0.40,0.06,0.64,0.30,0.46,0.44,0.64,0.34,0.30,0.21,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,77.71,4
0.44,0.46,0.75,0.06,0.23,0.10,0.16,0.84,0.47,0.17,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,16.45,1
0.75,0.57,0.66,0.22,0.57,0.63,0.57,0.23,0.06,0.08,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,62.89,4
0.47,0.41,0.55,0.50,0.43,0.03,0.62,0.68,0.25,0.24,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,41.55,3
0.24,0.73,0.68,0.20,0.55,0.64,0.27,0.25,0.41,0.20,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,85.36,5
0.25,0.13,0.56,0.61,0.10,0.34,0.10,0.55,0.24,0.06,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,89.70,5
0.48,0.61,0.37,0.22,0.36,0.11,0.57,0.22,0.65,0.22,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,56.22,3
0.14,0.22,0.62,0.12,0.33,0.32,0.86,0.07,0.06,0.21,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,36.63,2
0.68,0.59,0.69,0.35,0.53,0.17,0.13,0.69,0.24,0.32,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,32.86,2
0.55,0.29,0.16,0.39,0.41,0.61,0.75,0.17,0.87,0.15,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,37.80,2
0.63,0.23,0.53,0.35,0.57,0.46,0.55,0.71,0.53,0.36,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,43.41,3
0.34,0.37,0.36,0.22,0.56,0.49,0.58,0.33,0.31,0.32,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,35.79,2
0.84,0.06,0.68,0.16,0.62,0.34,0.26,0.55,0.35,0.22,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,34.45,2
0.77,0.47,0.60,0.45,0.41,0.40,0.37,0.84,0.49,0.55,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0.00,1
0.38,0.60,0.79,0.15,0.30,0.32,0.56,0.06,0.73,0.18,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,6.48,1
0.03,0.56,0.02,0.20,0.68,0.20,0.56,0.55,0.41,0.06,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,86.84,5
0.72,0.33,0.40,0.65,0.41,0.18,0.91,0.50,0.36,0.06,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,39.65,2
0.41,0.68,0.49,0.17,0.25,0.58,0.47,0.19,0.37,0.28,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,5.09,1
0.26,0.28,0.59,0.45,0.71,0.04,0.62,0.50,0.33,0.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,36.36,2
0.54,0.32,0.56,0.06,0.44,0.43,0.41,0.49,0.23,0.55,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,20.43,2
0.60,0.51,0.39,0.22,0.61,0.58,0.69,0.03,0.33,0.41,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,35.39,2
0.66,0.68,0.29,0.03,0.47,0.55,0.60,0.58,0.25,0.20,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,86.11,5
0.71,0.34,0.39,0.23,0.78,0.31,0.79,0.27,0.18,0.47,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,32.35,2
0.61,0.60,0.54,0.26,0.34,0.54,0.66,0.60,0.01,0.47,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,17.17,1
0.35,0.14,0.67,0.40,0.28,0.19,0.03,0.27,0.68,0.03,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,22.55,2
0.44,0.07,0.41,0.43,0.89,0.35,0.52,0.28,0.31,0.40,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,53.03,3
0.16,0.41,0.49,0.17,0.45,0.06,0.42,0.20,0.52,0.38,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,90.56,5
0.67,0.55,0.48,0.07,0.50,0.07,0.28,0.46,0.88,0.18,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,23.21,2
0.52,0.30,0.68,0.15,0.41,0.38,0.68,0.59,0.32,0.04,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,20.90,2
0.67,0.31,0.39,0.24,0.31,0.25,0.04,0.53,0.26,0.47,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,60.18,4
0.44,0.27,0.46,0.26,0.72,0.38,0.30,0.28,0.33,0.23,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,38.97,2
0.38,0.53,0.44,0.17,0.41,0.04,0.50,0.49,0.31,0.21,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,58.51,3
0.66,0.38,0.27,0.51,0.33,0.29,0.59,0.20,0.43,0.15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,73.85,4
0.54,0.27,0.65,0.65,0.59,0.03,0.33,0.25,0.39,0.28,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,49.40,3
0.65,0.36,0.59,0.09,0.64,0.30,0.49,0.06,0.21,0.11,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,39.75,2
0.55,0.13,0.85,0.44,0.41,0.19,0.57,0.21,0.20,0.18,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,62.30,4
0.39,0.31,0.21,0.28,0.50,0.16,0.43,0.15,0.44,0.17,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,54.45,3
0.41,0.60,0.53,0.36,0.24,0.49,0.39,0.65,0.73,0.70,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,90.43,5
0.35,0.23,0.37,0.38,0.58,0.33,0.80,0.46,0.11,0.43,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,68.29,4
0.58,0.49,0.64,0.37,0.78,0.03,0.74,0.08,0.16,0.51,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,58.63,3
0.17,0.43,0.32,0.28,0.73,0.12,0.63,0.39,0.55,0.53,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,44.71,3
0.31,0.66,0.59,0.18,0.34,0.27,0.40,0.22,0.33,0.69,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,51.76,3
0.34,0.32,0.77,0.53,0.30,0.06,0.35,0.46,0.12,0.08,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,43.17,3
0.33,0.58,0.57,0.11,0.41,0.53,0.32,0.62,0.37,0.18,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,77.78,4
0.61,0.36,0.59,0.39,0.76,0.01,0.53,0.50,0.54,0.04,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,46.20,3
